Gene,Non-unique Gene name,Annotation,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1,GCF_000170215.1,GCF_000020745.1,GCF_000022165.1,GCF_000020925.1,GCF_000007545.1,GCF_000020885.1
group_1121,,CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase,,IKCLMC_01930,PKJKAM_04073,ODDLKH_02587,LNHIMF_02235,AJBGEP_02254,HFCAGB_02354,GEGEGB_00824,BEJGEH_02113
group_1099,,HTH lacI-type domain-containing protein,ONMMKP_03134,IKCLMC_02706,PKJKAM_03678,ODDLKH_04141,,AJBGEP_03881,HFCAGB_03937,GEGEGB_04033,BEJGEH_03734
group_1063,,Aldehyde reductase Ahr,ONMMKP_02302,IKCLMC_03364,PKJKAM_02236,ODDLKH_00354,LNHIMF_04552,AJBGEP_04684,HFCAGB_04694,,BEJGEH_04551
group_1041,,L-idonate 5-dehydrogenase (NAD(P)(+)),ONMMKP_02304,IKCLMC_03366,PKJKAM_02238,ODDLKH_00352,LNHIMF_04550,AJBGEP_04682,HFCAGB_04692,,BEJGEH_04549
allD,allD,ureidoglycolate dehydrogenase AllD,ONMMKP_01623,IKCLMC_02315,PKJKAM_03225,ODDLKH_01017,,AJBGEP_00551,HFCAGB_00556,GEGEGB_02449,BEJGEH_00542
group_960,,CDP-glucose 46-dehydratase,,IKCLMC_01932,PKJKAM_04075,ODDLKH_02585,LNHIMF_02233,AJBGEP_02252,HFCAGB_02352,GEGEGB_00826,BEJGEH_02111
group_952,,Isomerase,ONMMKP_00501,IKCLMC_04644,PKJKAM_04650,ODDLKH_02029,LNHIMF_01600,AJBGEP_01631,,GEGEGB_01545,BEJGEH_01536
group_947,,dTDP-glucose 46-dehydratase,,IKCLMC_01926,PKJKAM_04069,ODDLKH_02591,LNHIMF_02239,AJBGEP_02258,HFCAGB_02358,GEGEGB_00820,BEJGEH_02117
group_916,,27-anhydro-N-acetylneuraminate hydratase,ONMMKP_01003,IKCLMC_00656,PKJKAM_00628,ODDLKH_01536,LNHIMF_01165,AJBGEP_01132,HFCAGB_01182,GEGEGB_01884,
group_893,,S-(hydroxymethyl)glutathione dehydrogenase,ONMMKP_00414,IKCLMC_04565,PKJKAM_04568,ODDLKH_02111,LNHIMF_01685,AJBGEP_01713,HFCAGB_01656,,BEJGEH_01445
group_842,,D-glycerate kinase,ONMMKP_01627,IKCLMC_02311,PKJKAM_03229,ODDLKH_01013,,AJBGEP_00547,HFCAGB_00552,GEGEGB_02453,BEJGEH_00538
group_840,,N-acetylneuraminate epimerase,ONMMKP_01006,IKCLMC_00653,PKJKAM_00631,ODDLKH_01533,LNHIMF_01162,AJBGEP_01129,HFCAGB_01178,GEGEGB_01887,
ydiO,ydiO,putative acyl-CoA dehydrogenase YdiO,ONMMKP_00695,IKCLMC_04840,PKJKAM_00879,ODDLKH_01832,LNHIMF_01403,AJBGEP_01435,HFCAGB_01926,,BEJGEH_01731
group_774,,L-talarate/galactarate dehydratase,ONMMKP_03133,IKCLMC_02705,PKJKAM_03677,ODDLKH_04142,,AJBGEP_03882,HFCAGB_03938,GEGEGB_04032,BEJGEH_03735
mdsA,mdsA,multidrug efflux RND transporter periplasmic adaptor subunit MdsA,ONMMKP_01804,IKCLMC_02133,PKJKAM_03406,ODDLKH_00837,LNHIMF_00379,AJBGEP_00371,HFCAGB_00371,,BEJGEH_00360
group_720,,Allantoate amidohydrolase,ONMMKP_01624,IKCLMC_02314,PKJKAM_03226,ODDLKH_01016,,AJBGEP_00550,HFCAGB_00555,GEGEGB_02450,BEJGEH_00541
ydiN,ydiN,Inner membrane transport protein YdiN,ONMMKP_00691,IKCLMC_04836,PKJKAM_00875,ODDLKH_01836,LNHIMF_01407,AJBGEP_01439,HFCAGB_01922,,BEJGEH_01727
group_709,,Multidrug transporter,ONMMKP_00504,IKCLMC_04647,PKJKAM_04653,ODDLKH_02026,LNHIMF_01597,AJBGEP_01628,,GEGEGB_01541,BEJGEH_01539
group_707,,Major facilitator superfamily (MFS) profile domain-containing protein,ONMMKP_01631,IKCLMC_02307,PKJKAM_03233,ODDLKH_01009,,AJBGEP_00543,HFCAGB_00548,GEGEGB_02458,BEJGEH_00534
group_689,,DUF1116 domain-containing protein,ONMMKP_01621,IKCLMC_02317,PKJKAM_03223,ODDLKH_01019,,AJBGEP_00553,HFCAGB_00558,GEGEGB_02447,BEJGEH_00544
ydiS,ydiS,putative electron transfer flavoprotein-quinone oxidoreductase YdiS,ONMMKP_00699,IKCLMC_04844,PKJKAM_00883,ODDLKH_01828,LNHIMF_01399,AJBGEP_01431,HFCAGB_01930,,BEJGEH_01735
ybbY,ybbY,Putative purine permease YbbY,ONMMKP_01628,IKCLMC_02310,PKJKAM_03230,ODDLKH_01012,,AJBGEP_00546,HFCAGB_00551,GEGEGB_02454,BEJGEH_00537
group_618,,Putative 8-amino-7-oxononanoate synthase,,IKCLMC_01933,PKJKAM_04076,ODDLKH_02584,LNHIMF_02232,AJBGEP_02251,HFCAGB_02351,GEGEGB_00827,BEJGEH_02110
group_609,,C4-dicarboxylate transporter,ONMMKP_03239,IKCLMC_02809,PKJKAM_03781,ODDLKH_04039,LNHIMF_03634,AJBGEP_03778,HFCAGB_03834,,BEJGEH_03630
allB,allB,allantoinase,ONMMKP_01629,IKCLMC_02309,PKJKAM_03231,ODDLKH_01011,,AJBGEP_00545,HFCAGB_00550,GEGEGB_02455,BEJGEH_00536
group_546,,PTS systemgalactitol-specific IIC component,ONMMKP_03572,IKCLMC_03611,PKJKAM_01786,ODDLKH_03690,LNHIMF_03302,,HFCAGB_03481,GEGEGB_03343,BEJGEH_03277
group_484,,Multidrug-efflux transporter,ONMMKP_04821,,PKJKAM_04160,ODDLKH_02503,LNHIMF_02079,AJBGEP_02170,HFCAGB_02269,GEGEGB_00913,BEJGEH_02013
group_463,,Amino acid carrier protein,ONMMKP_01141,IKCLMC_01591,PKJKAM_00146,ODDLKH_01458,,AJBGEP_00996,HFCAGB_01047,GEGEGB_02033,BEJGEH_00960
group_380,,Tetratricopeptide repeat protein,ONMMKP_00276,IKCLMC_04428,PKJKAM_04429,ODDLKH_02247,,AJBGEP_01851,HFCAGB_01516,GEGEGB_01761,BEJGEH_01307
group_360,,5'-Nucleotidase C-terminal domain-containing protein,,IKCLMC_03194,PKJKAM_02088,ODDLKH_00510,LNHIMF_00035,AJBGEP_00035,HFCAGB_00036,GEGEGB_00038,BEJGEH_00036
ydiF,ydiF,Acetate CoA-transferase YdiF,ONMMKP_00694,IKCLMC_04839,PKJKAM_00878,ODDLKH_01833,LNHIMF_01404,AJBGEP_01436,HFCAGB_01925,,BEJGEH_01730
group_334,,Methyl-accepting chemotaxis protein,ONMMKP_00415,IKCLMC_04566,PKJKAM_04569,ODDLKH_02110,LNHIMF_01684,AJBGEP_01712,HFCAGB_01657,,BEJGEH_01446
group_327,,Cyclohexanecarboxylate-CoA ligase,ONMMKP_00701,IKCLMC_04846,PKJKAM_00885,ODDLKH_01826,LNHIMF_01397,AJBGEP_01429,HFCAGB_01932,,BEJGEH_01737
allF,allF,Oxamate carbamoyltransferase subunit AllF,ONMMKP_01622,IKCLMC_02316,PKJKAM_03224,ODDLKH_01018,,AJBGEP_00552,HFCAGB_00557,GEGEGB_02448,BEJGEH_00543
group_287,,Arylsulfotransferase N-terminal domain-containing protein,,IKCLMC_03195,PKJKAM_02089,ODDLKH_00509,LNHIMF_00034,AJBGEP_00034,HFCAGB_00035,GEGEGB_00037,BEJGEH_00035
group_258,,Glyoxylate carboligase,ONMMKP_01634,IKCLMC_02304,PKJKAM_03236,ODDLKH_01006,,AJBGEP_00540,HFCAGB_00545,GEGEGB_02461,BEJGEH_00531
golT,golT,gold/copper-translocating P-type ATPase GolT,ONMMKP_01803,IKCLMC_02134,PKJKAM_03405,ODDLKH_00838,LNHIMF_00380,AJBGEP_00372,HFCAGB_00372,,BEJGEH_00361
mdsB,mdsB,multidrug efflux RND transporter permease subunit MdsB,ONMMKP_01805,IKCLMC_02132,PKJKAM_03407,ODDLKH_00836,LNHIMF_00378,AJBGEP_00370,HFCAGB_00370,,BEJGEH_00359
group_4778,,Proteasome lid subunit RPN8/RPN11 contains Jab1/MPN metalloenzyme (JAMM) motif;Tail fiber component K,ONMMKP_01091,1_refound_23,PKJKAM_00250,ODDLKH_01697,4_refound_51,AJBGEP_01044,HFCAGB_01390,,
group_4736,,Acyl carrier protein,ONMMKP_00497,IKCLMC_04640,PKJKAM_04646,ODDLKH_02033,LNHIMF_01605,AJBGEP_01635,,,BEJGEH_01529
group_4715,,Minor fimbrial subunit,ONMMKP_01961,IKCLMC_03018,PKJKAM_00724,ODDLKH_00684,,AJBGEP_00212,HFCAGB_00211,,BEJGEH_00221
group_4697,,hypothetical protein;Diol dehydratase reactivase ATPase-like domain-containing protein;Glycerol dehydratase,ONMMKP_01831,IKCLMC_02108,PKJKAM_03432,ODDLKH_00812;ODDLKH_00813,,AJBGEP_00345;AJBGEP_00346,HFCAGB_00346,,BEJGEH_00335
group_4680,ybeR,Uncharacterized protein YbeR,ONMMKP_01497,IKCLMC_02497,PKJKAM_00381,ODDLKH_01146,,AJBGEP_00679,HFCAGB_00748,,BEJGEH_00665
group_4678,,hypothetical protein,ONMMKP_00025,IKCLMC_00069,PKJKAM_04169,ODDLKH_02494,,AJBGEP_02161,HFCAGB_02259,,BEJGEH_02002
group_4666,,Fimbrial-type adhesion domain-containing protein,ONMMKP_01962,IKCLMC_03019,PKJKAM_00725,ODDLKH_00683,,AJBGEP_00211,HFCAGB_00210,,BEJGEH_00220
group_4665,,hypothetical protein;ATP-grasp domain-containing protein,,IKCLMC_00682,,ODDLKH_04461,LNHIMF_04056,AJBGEP_04211,HFCAGB_04256,GEGEGB_03796;GEGEGB_03795,BEJGEH_04063
thiS,;thiS,hypothetical protein;Sulfur carrier protein ThiS,,IKCLMC_00269,PKJKAM_00227,ODDLKH_00019,LNHIMF_04197,AJBGEP_04360,HFCAGB_04409,,BEJGEH_04211
group_4652,,Outer membrane protein,ONMMKP_01822,IKCLMC_02117,PKJKAM_03422,,,AJBGEP_00355,HFCAGB_00355,GEGEGB_02658,BEJGEH_00344
yadU,yadU,Uncharacterized protein YadU,ONMMKP_01960,IKCLMC_03017,PKJKAM_00723,ODDLKH_00685,,AJBGEP_00213,HFCAGB_00212,,BEJGEH_00222
group_4633,,Cytoplasmic protein,,IKCLMC_02080,PKJKAM_03464,ODDLKH_00783,LNHIMF_00313,AJBGEP_00314,HFCAGB_00315,,BEJGEH_00303
group_4628,,Cytoplasmic protein,,IKCLMC_02060,PKJKAM_03483,ODDLKH_00773,LNHIMF_00301,AJBGEP_00301,HFCAGB_00299,GEGEGB_02707,
group_4612,,hypothetical protein;Rac prophage protein,ONMMKP_00161,IKCLMC_04305,PKJKAM_04307,ODDLKH_02359,LNHIMF_01941,AJBGEP_01965,HFCAGB_01402,,
group_4610,,hypothetical protein;Putative membrane protein,ONMMKP_03817,IKCLMC_03846,2_refound_31_pseudo,,LNHIMF_03070,5_refound_63_pseudo,HFCAGB_03250,GEGEGB_03092,
group_4588,,hypothetical protein;Transposase;Integrase catalytic domain-containing protein,ONMMKP_01833,IKCLMC_02107,PKJKAM_03435,ODDLKH_00811,,AJBGEP_00344,HFCAGB_00343,,BEJGEH_00334
group_4586,,Hcp1 family type VI secretion system effector,,IKCLMC_02050,PKJKAM_03493,ODDLKH_00763,LNHIMF_00290,AJBGEP_00291,HFCAGB_00292,GEGEGB_02715,
group_4584,,J domain-containing protein,ONMMKP_01496,IKCLMC_02498,PKJKAM_00380,ODDLKH_01147,,AJBGEP_00680,HFCAGB_00749,,BEJGEH_00666
group_4583,,hypothetical protein;Hydrolase (HAD superfamily),ONMMKP_01271,IKCLMC_01464,PKJKAM_01071,ODDLKH_01331,,AJBGEP_00867,HFCAGB_00921,,BEJGEH_00841
group_4582,,L-lactate oxidase,,IKCLMC_04572,PKJKAM_04575,ODDLKH_02104,LNHIMF_01678,AJBGEP_01706,HFCAGB_01663,GEGEGB_01609,
group_4581,;vgrG,Phage-related baseplate assembly protein;type VI secretion protein Vgr,,IKCLMC_02065,PKJKAM_03478,ODDLKH_00776,LNHIMF_00304,AJBGEP_00304,HFCAGB_00302,GEGEGB_02702,
group_4566,tnp,IS3 family ISSen1 transposase ORF A,ONMMKP_01195,IKCLMC_03979,PKJKAM_02711,ODDLKH_01404,4_refound_49,AJBGEP_00941,,,BEJGEH_04570
group_4559,,Putative Tail Fiber Protein;Macro domain;hypothetical protein;Tail fiber assembly like-protein,ONMMKP_00169;ONMMKP_00168;ONMMKP_00170,IKCLMC_04311,PKJKAM_04314;PKJKAM_04313,ODDLKH_02354,LNHIMF_01935,AJBGEP_01960,HFCAGB_01408,,
group_4558,,transposase,,1_refound_21_pseudo,PKJKAM_03462,ODDLKH_00785,4_refound_48_pseudo,AJBGEP_00316,,GEGEGB_02694,BEJGEH_00305
group_4556,,Serine/threonine protein phosphatase,ONMMKP_00182,IKCLMC_04332,PKJKAM_04335,ODDLKH_02341,,AJBGEP_01946,HFCAGB_01421,GEGEGB_01086,
relE,relE,mRNA interferase RelE,ONMMKP_00499,IKCLMC_04642,PKJKAM_04648,ODDLKH_02031,LNHIMF_01602,AJBGEP_01633,,,BEJGEH_01534
group_4530,,Cytoplasmic protein,ONMMKP_00412,IKCLMC_04563,PKJKAM_04566,ODDLKH_02113,,AJBGEP_01715,HFCAGB_01654,,BEJGEH_01443
group_4501,,DUF1889 domain-containing protein,ONMMKP_01830,IKCLMC_02109,PKJKAM_03431,ODDLKH_00814,,AJBGEP_00347,HFCAGB_00347,,BEJGEH_00336
group_4487,,hypothetical protein,ONMMKP_01498,IKCLMC_02496,PKJKAM_00382,ODDLKH_01145,,AJBGEP_00678,HFCAGB_00747,,BEJGEH_00664
group_4483,,type VI secretion protein,,IKCLMC_02039,PKJKAM_03501,ODDLKH_00755,LNHIMF_00280,AJBGEP_00283,HFCAGB_00283,GEGEGB_02727,
group_4476,,hypothetical protein;Core-binding (CB) domain-containing protein,ONMMKP_00023,IKCLMC_00071,PKJKAM_04166;PKJKAM_04167,ODDLKH_02496,,AJBGEP_02163,HFCAGB_02262;HFCAGB_02261,,BEJGEH_02004
lpfD,lpfD;,Long polar fimbrial protein LpfD;Putative minor fimbrial subunit;hypothetical protein;long polar fimbrial protein LpfD,ONMMKP_03198,IKCLMC_02768,PKJKAM_03740,ODDLKH_04080,,AJBGEP_03819;AJBGEP_03820,HFCAGB_03875,,BEJGEH_03671
group_4470,,hypothetical protein,ONMMKP_00086,IKCLMC_04229,PKJKAM_04232,ODDLKH_02432,LNHIMF_02014,AJBGEP_02039,,,BEJGEH_01124
group_4450,,hypothetical protein,ONMMKP_00444,IKCLMC_04591,PKJKAM_04594,ODDLKH_02085,,AJBGEP_01687,HFCAGB_01682,GEGEGB_01590,
group_4431,,STM4015 family protein,,IKCLMC_00683,,ODDLKH_04462,LNHIMF_04057,AJBGEP_04212,HFCAGB_04257,GEGEGB_03794,BEJGEH_04064
lpfA,lpfA,long polar fimbria major subunit LpfA,ONMMKP_03195,IKCLMC_02765,PKJKAM_03737,ODDLKH_04083,,AJBGEP_03823,HFCAGB_03879,,BEJGEH_03674
group_4429,,Oxaloacetate decarboxylase beta chain,ONMMKP_01385,IKCLMC_01386_pseudo,PKJKAM_00469,ODDLKH_01260,,AJBGEP_00793,HFCAGB_00848,,BEJGEH_00769
impA,;impA,hypothetical protein;ImpA N-terminal domain-containing protein,,IKCLMC_02037,PKJKAM_03503,ODDLKH_00753,LNHIMF_00278,AJBGEP_00281,HFCAGB_00281,GEGEGB_02730;GEGEGB_02729,
group_4408,,Fimbrial-type adhesion domain-containing protein,ONMMKP_01963,IKCLMC_03020,PKJKAM_00726,ODDLKH_00682,,AJBGEP_00210,HFCAGB_00209,,BEJGEH_00219
group_4388,,hypothetical protein,,IKCLMC_02409,PKJKAM_03139,ODDLKH_01049,LNHIMF_00712,AJBGEP_00584,HFCAGB_00654,,BEJGEH_00575
group_4325,;ridA,hypothetical protein;RidA family protein,ONMMKP_00500,IKCLMC_04643,PKJKAM_04649,ODDLKH_02030,LNHIMF_01601,AJBGEP_01632,,,BEJGEH_01535
yibR,;yibR,Glycosyl transferase family 8;Uncharacterized protein YibR;hypothetical protein,ONMMKP_03109,IKCLMC_02681,PKJKAM_03653,ODDLKH_04166,,AJBGEP_03906,HFCAGB_03963,,BEJGEH_03759
group_4307,,Major facilitator superfamily (MFS) profile domain-containing protein,,IKCLMC_02575,PKJKAM_03542,ODDLKH_04281,LNHIMF_03877,AJBGEP_04022,HFCAGB_04077,GEGEGB_03885,
group_4290,,putative oxaloacetate decarboxylase gamma chain,ONMMKP_01387,IKCLMC_00077,PKJKAM_00467,ODDLKH_01258,,AJBGEP_00791,HFCAGB_00846,,BEJGEH_00767
group_4286,,Rap1a immunity protein domain-containing protein,,IKCLMC_02057,PKJKAM_03486,ODDLKH_00770,LNHIMF_00297,AJBGEP_00298,HFCAGB_00296,GEGEGB_02711,
group_4274,,Flagellin,ONMMKP_00070,IKCLMC_04213,PKJKAM_04216,ODDLKH_02448,LNHIMF_02030,AJBGEP_02057,,GEGEGB_00983,
sspH2,sspH2,SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2,ONMMKP_04594,IKCLMC_01782,PKJKAM_03046,ODDLKH_02740,,AJBGEP_02406,HFCAGB_02497,GEGEGB_00667,
tdfR,tdfR,HTH-type transcriptional regulator tdfR,ONMMKP_03371,,PKJKAM_03915,ODDLKH_03897,LNHIMF_03505,AJBGEP_03633,HFCAGB_03689,,BEJGEH_03483
group_4228,,Inner membrane protein,ONMMKP_04090,IKCLMC_04111,PKJKAM_02624,ODDLKH_03191,LNHIMF_02805,AJBGEP_02928,,,BEJGEH_02760
benM,benM,HTH-type transcriptional regulator BenM,,IKCLMC_02573,PKJKAM_03540,ODDLKH_04283,LNHIMF_03879,AJBGEP_04024,HFCAGB_04079,GEGEGB_03883,
group_4214,,Transposase,ONMMKP_02330,,,ODDLKH_00326,LNHIMF_04524,AJBGEP_04656,HFCAGB_04665,GEGEGB_04728,BEJGEH_04523
group_4203,,DUF1441 domain-containing protein,ONMMKP_00165,IKCLMC_04309,PKJKAM_04311,ODDLKH_02355,LNHIMF_01938,AJBGEP_01961,HFCAGB_01407,,
group_4179,,hypothetical protein,ONMMKP_00893,IKCLMC_00984,PKJKAM_00522,ODDLKH_01712,,AJBGEP_01315,HFCAGB_02054,,BEJGEH_01851
rzoQ,rzoQ;,Putative lipoprotein RzoQ;Protein gp55,ONMMKP_00163,IKCLMC_04307,PKJKAM_04309,ODDLKH_02357,LNHIMF_01940,AJBGEP_01963,HFCAGB_01404,,
impC~~~evpB,impC;;evpB,Uncharacterized protein ImpC;hypothetical protein;EvpB family type VI secretion protein,,IKCLMC_02047,PKJKAM_03495,ODDLKH_00761,LNHIMF_00288,AJBGEP_00289,HFCAGB_00289,GEGEGB_02719;GEGEGB_02718,
lpfC,lpfC;,Outer membrane usher protein LpfC;Outer membrane fimbrial usher protein;long polar fimbrial usher protein LpfC,ONMMKP_03197,IKCLMC_02767,PKJKAM_03739,ODDLKH_04081,,AJBGEP_03821,HFCAGB_03877;HFCAGB_03876,,BEJGEH_03672
tssM~~~icmF,;tssM;icmF,IcmF-related protein;Type VI secretion system membrane subunit TssM;type VI secretion protein IcmF,,IKCLMC_02059,PKJKAM_03484,ODDLKH_00772,LNHIMF_00300,AJBGEP_00300,HFCAGB_00298,GEGEGB_02709;GEGEGB_02708,
group_4162,,Putative mannitol dehydrogenase,ONMMKP_03765,IKCLMC_03793,PKJKAM_00319,ODDLKH_03509,,AJBGEP_03247,HFCAGB_03304,,BEJGEH_03091
group_4122,,DNA damage-inducible protein I,ONMMKP_01120,IKCLMC_00298,,ODDLKH_01667,LNHIMF_02185,AJBGEP_01014,HFCAGB_01066,GEGEGB_02010,
group_4115,,Type II toxin-antitoxin system RelE/ParE family toxin,ONMMKP_03056,IKCLMC_02627,PKJKAM_03600,,LNHIMF_03818,AJBGEP_03964,HFCAGB_04026,,BEJGEH_03823
envF,envF,putative envelope lipoprotein EnvF,ONMMKP_00892,IKCLMC_00985,PKJKAM_00521,ODDLKH_01713,,AJBGEP_01316,HFCAGB_02053,,BEJGEH_01850
group_4096,,hypothetical protein;Fructose-bisphosphate aldolase,ONMMKP_03053,,PKJKAM_03597,ODDLKH_04226,LNHIMF_03823,AJBGEP_03967,,GEGEGB_03940;GEGEGB_03941,BEJGEH_03826
group_4087,,hypothetical protein;Major facilitator superfamily (MFS) profile domain-containing protein,ONMMKP_01829,IKCLMC_02110,PKJKAM_03429;PKJKAM_03430,ODDLKH_00815,,AJBGEP_00348,HFCAGB_00348,,BEJGEH_00337
group_4069,,hypothetical protein;Side tail fiber protein,ONMMKP_04593,IKCLMC_01781,PKJKAM_03044;PKJKAM_03045,ODDLKH_02741,,AJBGEP_02407,HFCAGB_02499;HFCAGB_02498,GEGEGB_00666,
group_4067,,Elongation factor Tu;Elongation factor Tu 1,ONMMKP_02638,,PKJKAM_00036,,LNHIMF_04183,AJBGEP_04345,HFCAGB_04394,GEGEGB_03662,BEJGEH_04196
group_4059,,Cytoplasmic protein,ONMMKP_03960,IKCLMC_03983,PKJKAM_02495,ODDLKH_03320,LNHIMF_02935,AJBGEP_03058,,,BEJGEH_02889
tacA3,tacA3,Antitoxin TacA3,ONMMKP_03957,,PKJKAM_02492,ODDLKH_03323,,AJBGEP_03061,HFCAGB_03107,GEGEGB_02942,BEJGEH_02892
group_4034,,Lytic enzyme,ONMMKP_00164,IKCLMC_04308,PKJKAM_04310,ODDLKH_02356,LNHIMF_01939,AJBGEP_01962,HFCAGB_01405,,
group_4024,,hypothetical protein,ONMMKP_00947,IKCLMC_00858,,ODDLKH_01592,LNHIMF_01221,AJBGEP_01188,HFCAGB_02108,,8_refound_98
group_4017,,hypothetical protein,ONMMKP_00171,IKCLMC_04312,PKJKAM_04316,ODDLKH_02352,LNHIMF_01933,AJBGEP_01958,HFCAGB_01409,,
group_3997,,hypothetical protein;Fimbrial outer membrane usher protein,ONMMKP_04678,IKCLMC_01863,PKJKAM_03993,ODDLKH_02647,,AJBGEP_02313,,GEGEGB_00751;GEGEGB_00752,BEJGEH_02183
stcA,stcA,Stc fimbria major subunit StcA,ONMMKP_04676,IKCLMC_01861,PKJKAM_03991,ODDLKH_02649,,AJBGEP_02315,,GEGEGB_00749,BEJGEH_02185
group_3980,,hypothetical protein;PTS EIIA type-2 domain-containing protein,ONMMKP_03049,,PKJKAM_03593,ODDLKH_04230,LNHIMF_03827,AJBGEP_03971,,GEGEGB_03936,BEJGEH_03830
group_3941,,hypothetical protein;Coproporphyrinogen III oxidase,,IKCLMC_00680,,ODDLKH_04459,LNHIMF_04054,AJBGEP_04209,HFCAGB_04254,GEGEGB_03798;GEGEGB_03799,BEJGEH_04061
group_3933,,Putative hydrolase or acyltransferase,ONMMKP_03766,IKCLMC_03794,PKJKAM_00320,ODDLKH_03508,,AJBGEP_03246,HFCAGB_03303,,BEJGEH_03090
group_3919,,Cytoplasmic protein,ONMMKP_01823,IKCLMC_02116,PKJKAM_03423,ODDLKH_00821,,AJBGEP_00354,HFCAGB_00354,,BEJGEH_00343
yjmC,yjmC,Putative oxidoreductase YjmC,ONMMKP_03764,IKCLMC_03792,PKJKAM_00318,ODDLKH_03510,,AJBGEP_03248,HFCAGB_03305,,BEJGEH_03092
sciB,sciB,sciB domain protein,,IKCLMC_02038,PKJKAM_03502,ODDLKH_00754,LNHIMF_00279,AJBGEP_00282,HFCAGB_00282,GEGEGB_02728,
group_3901,,hypothetical protein;Regulatory protein,ONMMKP_04337,IKCLMC_01309,PKJKAM_02789,,LNHIMF_02625,,HFCAGB_02765,GEGEGB_00397;GEGEGB_00398,BEJGEH_02521
group_3884,,Acyl dehydratase;Acyl-CoA dehydrogenase,ONMMKP_01252,IKCLMC_01481,PKJKAM_01054,ODDLKH_01348,LNHIMF_00983,AJBGEP_00884,HFCAGB_00938,,
tssJ,tssJ,type VI secretion system-associated lipoprotein,,IKCLMC_02054,PKJKAM_03489,ODDLKH_00767,LNHIMF_00294,AJBGEP_00295,HFCAGB_00293,GEGEGB_02714,
ybeR,;ybeR,hypothetical protein;Uncharacterized protein YbeR,ONMMKP_01495,IKCLMC_02499,PKJKAM_00379,ODDLKH_01148,,AJBGEP_00681,HFCAGB_00750,,BEJGEH_00667
group_3810,,hypothetical protein;DUF4261 domain-containing protein,ONMMKP_01272,IKCLMC_01463,PKJKAM_01073,ODDLKH_01330,,AJBGEP_00866,HFCAGB_00919,,BEJGEH_00840
group_3797,,hypothetical protein,ONMMKP_01250,IKCLMC_01483,PKJKAM_01052,ODDLKH_01350,LNHIMF_00985,AJBGEP_00886,HFCAGB_00940,,
group_3792,,HAD family phosphatase,,IKCLMC_00678,,ODDLKH_04457,LNHIMF_04052,AJBGEP_04207,HFCAGB_04252,GEGEGB_03801,BEJGEH_04059
group_3772,,hypothetical protein,ONMMKP_01088,IKCLMC_00571,PKJKAM_00247,ODDLKH_01700,LNHIMF_00689,AJBGEP_01047,HFCAGB_01395,,
group_3714,,Insertion element IS3 family protein,ONMMKP_01196,IKCLMC_00060,PKJKAM_00170,ODDLKH_01403,LNHIMF_03238,AJBGEP_00940,,,BEJGEH_01031
group_3452,,hypothetical protein,ONMMKP_00020,IKCLMC_00074,PKJKAM_04163,ODDLKH_02499,,AJBGEP_02166,HFCAGB_02265,,BEJGEH_02008
group_3175,,Antitoxin,ONMMKP_00498,IKCLMC_04641,PKJKAM_04647,ODDLKH_02032,LNHIMF_01603,AJBGEP_01634,,,BEJGEH_01533
group_3096,,Phosphocarrier protein NPr,ONMMKP_03054,,PKJKAM_03598,ODDLKH_04225,LNHIMF_03822,AJBGEP_03966,,GEGEGB_03942,BEJGEH_03825
group_3024,,PTS EIIB type-2 domain-containing protein,ONMMKP_03050,,PKJKAM_03594,ODDLKH_04229,LNHIMF_03826,AJBGEP_03970,,GEGEGB_03937,BEJGEH_03829
group_2882,,Cytoplasmic protein,ONMMKP_04823,,,ODDLKH_02501,LNHIMF_02076,AJBGEP_02168,HFCAGB_02267,GEGEGB_00915,BEJGEH_02010
group_2851,,DUF1493 domain-containing protein,ONMMKP_03959,IKCLMC_03982,PKJKAM_02494,ODDLKH_03321,LNHIMF_02936,AJBGEP_03059,,,BEJGEH_02890
group_2801,,DNA-binding protein,ONMMKP_02566,IKCLMC_01051,PKJKAM_01318,ODDLKH_00078,,AJBGEP_04417,HFCAGB_04448,,BEJGEH_04272
group_2747,,VOC domain-containing protein,ONMMKP_01746,IKCLMC_02191,PKJKAM_03349,ODDLKH_00894,,AJBGEP_00428,HFCAGB_00432,GEGEGB_02581,
group_2742,,NlpC/P60 family protein,ONMMKP_04459,IKCLMC_01645,PKJKAM_02911,ODDLKH_02876,,AJBGEP_02542,HFCAGB_02636,GEGEGB_00529,
group_2704,,VOC family protein,ONMMKP_03715,IKCLMC_03759,PKJKAM_01973,ODDLKH_03543,LNHIMF_03155,AJBGEP_03282,HFCAGB_03338,,
umuD,umuD,DNA polymerase V subunit UmuD,ONMMKP_00030,IKCLMC_04172,PKJKAM_04175,ODDLKH_02489,LNHIMF_02070,AJBGEP_02097,,GEGEGB_00941,
group_2561,gntP,GntP family permease,ONMMKP_01247,IKCLMC_01486,PKJKAM_01049,ODDLKH_01353,LNHIMF_00988,AJBGEP_00889,HFCAGB_00943,,
group_2536,,ASCH domain-containing protein,,IKCLMC_01018,PKJKAM_01350,ODDLKH_00045,LNHIMF_04223,AJBGEP_04386,HFCAGB_04435,,BEJGEH_04237
