Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1,GCF_000170215.1,GCF_000020745.1,GCF_000022165.1,GCF_000020925.1,GCF_000007545.1,GCF_000020885.1
kbp,;kbp,hypothetical protein;potassium binding protein Kbp,9,10,1.1111111111111112,1,6312,,,,96,450,397.8,ONMMKP_04073,IKCLMC_04092,PKJKAM_02607,ODDLKH_03209,LNHIMF_02823,AJBGEP_02946,HFCAGB_02995,GEGEGB_02829;GEGEGB_02830,BEJGEH_02777
bigA,bigA;,Autotransporter adhesin BigA;Porin;Putative surface-exposed virulence protein BigA;Surface-exposed virulence protein;Autotransporter beta-domain protein,9,10,1.1111111111111112,1,6309,,,,2220,5952,5256.9,ONMMKP_03353,IKCLMC_02933,PKJKAM_03897,ODDLKH_03915,LNHIMF_03523,AJBGEP_03651,HFCAGB_03707,GEGEGB_04247;GEGEGB_04248,BEJGEH_03504
group_4551,,Dipeptidyl carboxypeptidase II;Dipeptidyl carboxypeptidase Dcp,9,9,1.0,1,6304,,,,1083,2043,1936.3333333333333,ONMMKP_00538,IKCLMC_04681,PKJKAM_04688,ODDLKH_01989,LNHIMF_01562,AJBGEP_01592,HFCAGB_01765,GEGEGB_01506,BEJGEH_01574
aroM,;aroM,hypothetical protein;Protein AroM,9,10,1.1111111111111112,1,6302,,,,111,678,607.8,ONMMKP_01766,IKCLMC_02172,PKJKAM_03368,ODDLKH_00875,LNHIMF_00417,AJBGEP_00409,HFCAGB_00412,GEGEGB_02604;GEGEGB_02603,BEJGEH_00399
tmcA,;tmcA,Putative ATP-dependent acetyltransferase;tRNA cytosine(34) acetyltransferase TmcA;hypothetical protein,9,10,1.1111111111111112,1,6301,,,,942,2019,1809.6,ONMMKP_04346,IKCLMC_01318,PKJKAM_02798,ODDLKH_02990,LNHIMF_02616,AJBGEP_02658,HFCAGB_02756,GEGEGB_00407,BEJGEH_02512;BEJGEH_02511
ompS1,ompS1;,porin OmpS1;Outer membrane porin F;Outer membrane protein F;Outer membrane protein N,9,10,1.1111111111111112,1,6298,,,,399,1212,1052.7,ONMMKP_00034,IKCLMC_04176,PKJKAM_04179,ODDLKH_02485,LNHIMF_02066,AJBGEP_02093,HFCAGB_01219;HFCAGB_01220,GEGEGB_00945,BEJGEH_01071
sseG,sseG,type III secretion system effector SseG,9,9,1.0,1,6297,,,,690,690,690.0,ONMMKP_00644,IKCLMC_04790,PKJKAM_00828,ODDLKH_01882,LNHIMF_01453,AJBGEP_01485,HFCAGB_01875,GEGEGB_01346,BEJGEH_01681
sifB,sifB;,Secreted effector protein SifB;SPI-2 type III secretion system effector SifB;hypothetical protein,9,9,1.0,1,6292,,,,621,951,694.3333333333334,ONMMKP_00443,IKCLMC_04590,PKJKAM_04593,ODDLKH_02086,LNHIMF_01660,AJBGEP_01688,HFCAGB_01681,GEGEGB_01591,BEJGEH_01474
group_4541,,tRNA-dihydrouridine(20/20a) synthase,9,9,1.0,1,6288,,,,999,1038,1003.3333333333334,ONMMKP_02542,IKCLMC_01076,PKJKAM_01293,ODDLKH_00103,LNHIMF_04319,AJBGEP_04442,HFCAGB_04473,GEGEGB_04375,BEJGEH_04297
group_4538,,Nitric oxide reductase,9,9,1.0,1,6285,,,,642,642,642.0,ONMMKP_00859,IKCLMC_04925,PKJKAM_00488,ODDLKH_01746,LNHIMF_01318,AJBGEP_01349,HFCAGB_02019,GEGEGB_01213,BEJGEH_01816
group_4537,,Damage-inducible protein,9,9,1.0,1,6283,,,,246,246,246.0,ONMMKP_00973,IKCLMC_00832,PKJKAM_00597,ODDLKH_01566,LNHIMF_01195,AJBGEP_01162,HFCAGB_02135,GEGEGB_01854,BEJGEH_01931
arnF,arnF,putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF,9,9,1.0,1,6282,,,,378,378,378.0,ONMMKP_04530,IKCLMC_01718,PKJKAM_02981,ODDLKH_02804,LNHIMF_02436,AJBGEP_02470,HFCAGB_02562,GEGEGB_00600,BEJGEH_02326
group_4536,,hypothetical protein;Major facilitator superfamily (MFS) profile domain-containing protein,9,10,1.1111111111111112,1,6281,,,,294,1212,1089.0,ONMMKP_01774,IKCLMC_02164,PKJKAM_03376,ODDLKH_00867,LNHIMF_00409,AJBGEP_00401,HFCAGB_00404;HFCAGB_00403,GEGEGB_02612,BEJGEH_00391
napF,napF,Ferredoxin-type protein NapF,9,9,1.0,1,6280,,,,492,492,492.0,ONMMKP_04574,IKCLMC_01762,PKJKAM_03025,ODDLKH_02760,LNHIMF_02390,AJBGEP_02426,HFCAGB_02518,GEGEGB_00648,BEJGEH_02282
group_4535,,Acetolactate synthase isozyme 2 large subunit,9,9,1.0,1,6279,,,,1647,1689,1651.6666666666667,ONMMKP_02879,IKCLMC_00563,PKJKAM_01600,ODDLKH_04345,LNHIMF_03941,AJBGEP_04094,HFCAGB_04142,GEGEGB_03576,BEJGEH_03944
group_4533,,tRNA pseudouridine synthase B,9,9,1.0,1,6277,,,,945,945,945.0,ONMMKP_03548,IKCLMC_03587,PKJKAM_01762,ODDLKH_03716,LNHIMF_03326,AJBGEP_03451,HFCAGB_03507,GEGEGB_03367,BEJGEH_03303
group_4532,,Molybdenum cofactor guanylyltransferase,9,9,1.0,1,6276,,,,585,585,585.0,ONMMKP_02787,IKCLMC_00660,PKJKAM_01507,ODDLKH_04439,LNHIMF_04034,AJBGEP_04189,HFCAGB_04234,GEGEGB_03819,BEJGEH_04041
group_4531,,Nickel/cobalt efflux system;hypothetical protein,9,10,1.1111111111111112,1,6275,,,,318,915,765.6,ONMMKP_03826,IKCLMC_03855,PKJKAM_02360,ODDLKH_03449,LNHIMF_03061,AJBGEP_03186,HFCAGB_03241,GEGEGB_03082;GEGEGB_03083,BEJGEH_03029
pduM,pduM,Bacterial microcompartment assembly protein PduM;propanediol utilization microcompartment protein PduM,9,9,1.0,1,6274,,,,492,492,492.0,ONMMKP_04784,IKCLMC_01983,PKJKAM_04124,ODDLKH_02539,LNHIMF_02124,AJBGEP_02206,HFCAGB_02305,GEGEGB_00875,BEJGEH_02065
group_4526,,OmpR/PhoB-type domain-containing protein;hypothetical protein,9,9,1.0,1,6269,,,,216,450,424.0,ONMMKP_02147,IKCLMC_03198,PKJKAM_02092,ODDLKH_00506,LNHIMF_00031,AJBGEP_00031,HFCAGB_00032,GEGEGB_00034,BEJGEH_00032
group_4524,,hypothetical protein;AB hydrolase-1 domain-containing protein,9,10,1.1111111111111112,1,6267,,,,261,1023,914.7,ONMMKP_03369,IKCLMC_02949,PKJKAM_03913,ODDLKH_03899,LNHIMF_03507,AJBGEP_03635,HFCAGB_03690,GEGEGB_04265;GEGEGB_04266,BEJGEH_03485
group_4523,,Alpha/beta hydrolase domain-containing protein,9,9,1.0,1,6266,,,,930,930,930.0,ONMMKP_02751,IKCLMC_00701,PKJKAM_01471,ODDLKH_04479,LNHIMF_04074,AJBGEP_04229,HFCAGB_04274,GEGEGB_03777,BEJGEH_04082
group_4518,,hypothetical protein;Major facilitator superfamily (MFS) profile domain-containing protein,9,9,1.0,1,6261,,,,786,1503,1423.3333333333333,ONMMKP_02496,IKCLMC_01122,PKJKAM_01247,ODDLKH_00149,LNHIMF_04366,AJBGEP_04488,HFCAGB_04519,GEGEGB_04422,BEJGEH_04344
group_4515,,Redoxin domain-containing protein,9,9,1.0,1,6258,,,,519,519,519.0,ONMMKP_00371,IKCLMC_04522,PKJKAM_04525,ODDLKH_02153,LNHIMF_01728,AJBGEP_01755,HFCAGB_01611,GEGEGB_01659,BEJGEH_01401
sopB,sopB,SPI-1 type III secretion system effector inositol phosphate phosphatase SopB,9,9,1.0,1,6255,,,,1686,1686,1686.0,ONMMKP_01046,IKCLMC_00613,PKJKAM_00673,ODDLKH_01493,LNHIMF_01122,AJBGEP_01089,HFCAGB_01138,GEGEGB_01927,BEJGEH_00995
yfeJ,;yfeJ,Glutamine amidotransferase;Putative glutamine amidotransferase-like protein YfeJ,9,9,1.0,1,6252,,,,720,720,720.0,ONMMKP_04394,IKCLMC_01366,PKJKAM_02845,ODDLKH_02941,LNHIMF_02570,AJBGEP_02607,HFCAGB_02707,GEGEGB_00456,BEJGEH_02462
mdsC,;mdsC,hypothetical protein;efflux transporter outer membrane subunit;multidrug efflux transporter outer membrane subunit MdsC,9,9,1.0,1,6251,,,,387,1458,1331.3333333333333,ONMMKP_01806,IKCLMC_02131,PKJKAM_03408,ODDLKH_00835,LNHIMF_00377,AJBGEP_00369,HFCAGB_00369,GEGEGB_02642,BEJGEH_00358
sadB,sadB,Inner membrane lipoprotein SadB,9,9,1.0,1,6250,,,,684,684,684.0,ONMMKP_03141,IKCLMC_02713,PKJKAM_03685,ODDLKH_04134,LNHIMF_03725,AJBGEP_03874,HFCAGB_03930,GEGEGB_04040,BEJGEH_03727
group_4508,,DNA-binding protein;hypothetical protein;Ner family transcriptional regulator,9,9,1.0,1,6247,,,,138,249,222.0,ONMMKP_04460,IKCLMC_01646,PKJKAM_02912,ODDLKH_02875,LNHIMF_02505,AJBGEP_02541,HFCAGB_02635,GEGEGB_00530,BEJGEH_02397
group_4505,,hypothetical protein;Glycine dehydrogenase (decarboxylating),9,10,1.1111111111111112,1,6244,,,,399,2874,2586.9,ONMMKP_03794,IKCLMC_03822,PKJKAM_02330,ODDLKH_03480,LNHIMF_03092;LNHIMF_03093,AJBGEP_03218,HFCAGB_03274,GEGEGB_03121,BEJGEH_03062
yjfY,yjfY;,Uncharacterized protein YjfY;YdgH/BhsA/McbA-like domain-containing protein,9,9,1.0,1,6243,,,,276,276,276.0,ONMMKP_02396,IKCLMC_03441,PKJKAM_01149,ODDLKH_00260,LNHIMF_04476,AJBGEP_04587,HFCAGB_04615,GEGEGB_04674,BEJGEH_04457
tonB,tonB,Protein TonB,9,9,1.0,1,6242,,,,729,729,729.0,ONMMKP_00298,IKCLMC_04450,PKJKAM_04451,ODDLKH_02225,LNHIMF_01805,AJBGEP_01829,HFCAGB_01538,GEGEGB_01739,BEJGEH_01329
ybgE,ybgE,Cyd operon protein YbgE,9,9,1.0,1,6241,,,,282,294,291.3333333333333,ONMMKP_01410,IKCLMC_00414,PKJKAM_00444,ODDLKH_01235,LNHIMF_00882,AJBGEP_00768,HFCAGB_00824,GEGEGB_02243,BEJGEH_00744
pagN,;pagN,hypothetical protein;adhesin/invasin protein PagN,9,9,1.0,1,6239,,,,660,720,713.3333333333334,ONMMKP_01852,IKCLMC_02089,PKJKAM_03454,ODDLKH_00793,LNHIMF_00332,AJBGEP_00325,HFCAGB_00324,GEGEGB_02676,BEJGEH_00315
group_4503,,Flagellar hook-associated protein 2;hypothetical protein,9,9,1.0,1,6238,,,,1404,1407,1404.6666666666667,ONMMKP_00069,IKCLMC_04212,PKJKAM_04215,ODDLKH_02449,LNHIMF_02031,AJBGEP_02058,HFCAGB_01256,GEGEGB_00982,BEJGEH_01107
group_4502,,Hydrogenase 3 maturation protease,9,9,1.0,1,6237,,,,471,471,471.0,ONMMKP_04020,IKCLMC_04041,PKJKAM_02553,ODDLKH_03262,LNHIMF_02877,AJBGEP_03000,HFCAGB_03049,GEGEGB_02886,BEJGEH_02831
yjbR,yjbR,Uncharacterized protein YjbR,9,9,1.0,1,6235,,,,357,357,357.0,ONMMKP_02534,IKCLMC_01084,PKJKAM_01285,ODDLKH_00111,LNHIMF_04327,AJBGEP_04450,HFCAGB_04481,GEGEGB_04383,BEJGEH_04305
sctB~~~sseD,sctB;sseD,SPI-2 type 3 secretion system translocon protein SctB;SPI-2 type III secretion system translocon protein SseD,9,9,1.0,1,6234,,,,588,588,588.0,ONMMKP_00648,IKCLMC_04794,PKJKAM_00832,ODDLKH_01878,LNHIMF_01449,AJBGEP_01481,HFCAGB_01879,GEGEGB_01342,BEJGEH_01685
group_4499,,Alternative ribosome-rescue factor A,9,9,1.0,1,6232,,,,270,270,270.0,ONMMKP_03420,IKCLMC_00170,PKJKAM_00124,ODDLKH_03848,LNHIMF_03456,AJBGEP_03584,HFCAGB_03640,GEGEGB_04317,BEJGEH_03434
yliI,yliI;,Soluble aldose sugar dehydrogenase yliI;Oxidoreductase;Glucose/Sorbosone dehydrogenase domain-containing protein;hypothetical protein,9,14,1.5555555555555556,1,6231,,,,174,1122,497.57142857142856,ONMMKP_01245;ONMMKP_01246,IKCLMC_01488;IKCLMC_01487,PKJKAM_01047;PKJKAM_01048,ODDLKH_01355;ODDLKH_01354,LNHIMF_00989,AJBGEP_00890,HFCAGB_00945;HFCAGB_00944,GEGEGB_02139,BEJGEH_00855
sseF,sseF,type III secretion system effector SseF,9,9,1.0,1,6230,,,,783,783,783.0,ONMMKP_00645,IKCLMC_04791,PKJKAM_00829,ODDLKH_01881,LNHIMF_01452,AJBGEP_01484,HFCAGB_01876,GEGEGB_01345,BEJGEH_01682
group_4497,,hypothetical protein;ABC-2 type transporter transmembrane domain-containing protein;Transport permease protein,9,10,1.1111111111111112,1,6227,,,,462,1125,1025.1,ONMMKP_03254,IKCLMC_02824,PKJKAM_03796,ODDLKH_04024,LNHIMF_03619,AJBGEP_03763,HFCAGB_03818,GEGEGB_04153;GEGEGB_04152,BEJGEH_03614
group_4496,,chitinase,9,9,1.0,1,6226,,,,2100,2100,2100.0,ONMMKP_02159,IKCLMC_03210,PKJKAM_02104,ODDLKH_00494,LNHIMF_00019,AJBGEP_00019,HFCAGB_00020,GEGEGB_00019,BEJGEH_00020
yoaI,yoaI,Uncharacterized protein YoaI,9,9,1.0,1,6223,,,,102,123,108.33333333333333,ONMMKP_00850,IKCLMC_04916,PKJKAM_00479,ODDLKH_01755,LNHIMF_01327,AJBGEP_01358,HFCAGB_02010,GEGEGB_01224,BEJGEH_01807
group_4493,,hypothetical protein;DUF2526 domain-containing protein,9,9,1.0,1,6222,,,,234,234,234.0,ONMMKP_00453,IKCLMC_04600,PKJKAM_04603,ODDLKH_02076,LNHIMF_01651,AJBGEP_01678,HFCAGB_01691,GEGEGB_01582,BEJGEH_01483
group_4492,,DUF1307 domain-containing protein,9,9,1.0,1,6221,,,,531,531,531.0,ONMMKP_04671,IKCLMC_01856,PKJKAM_03986,ODDLKH_02654,LNHIMF_02300,AJBGEP_02320,HFCAGB_02421,GEGEGB_00744,BEJGEH_02190
group_4491,rarD,Chloramphenical resistance permease RarD,9,9,1.0,1,6220,,,,885,897,894.3333333333334,ONMMKP_02827,IKCLMC_00511,PKJKAM_01547,ODDLKH_04399,LNHIMF_03994,AJBGEP_04149,HFCAGB_04194,GEGEGB_03518,BEJGEH_04001
group_4490,,hypothetical protein,9,9,1.0,1,6219,,,,174,174,174.0,ONMMKP_00882,IKCLMC_00995,PKJKAM_00511,ODDLKH_01723,LNHIMF_01295,AJBGEP_01326,HFCAGB_02043,GEGEGB_01190,BEJGEH_01839
group_4489,,hypothetical protein;D-glycerate kinase,9,9,1.0,1,6218,,,,243,1140,940.6666666666666,ONMMKP_04339,IKCLMC_01311,PKJKAM_02791,ODDLKH_02997,LNHIMF_02623,AJBGEP_02665,HFCAGB_02763,GEGEGB_00400,BEJGEH_02519
group_4488,,DUF2531 domain-containing protein,9,9,1.0,1,6217,,,,402,402,402.0,ONMMKP_03342,IKCLMC_02922,PKJKAM_03886,ODDLKH_03926,LNHIMF_03534,AJBGEP_03664,HFCAGB_03718,GEGEGB_04236,BEJGEH_03515
yiaX1,yiaX1,Uncharacterized protein YiaX1,9,9,1.0,1,6216,,,,933,942,934.0,ONMMKP_03163,IKCLMC_02733,PKJKAM_03705,ODDLKH_04114,LNHIMF_03704,AJBGEP_03854,HFCAGB_03910,GEGEGB_04060,BEJGEH_03705
sctE~~~sseC,sctE;sseC,SPI-2 type 3 secretion system translocon protein SctE;SPI-2 type III secretion system translocon protein SseC,9,9,1.0,1,6214,,,,1455,1455,1455.0,ONMMKP_00649,IKCLMC_04795,PKJKAM_00833,ODDLKH_01877,LNHIMF_01448,AJBGEP_01480,HFCAGB_01880,GEGEGB_01341,BEJGEH_01686
group_4486,sseB;,SPI-2 type III secretion system translocon protein SseB;hypothetical protein,9,9,1.0,1,6213,,,,591,591,591.0,ONMMKP_00651,IKCLMC_04797,PKJKAM_00835,ODDLKH_01875,LNHIMF_01446,AJBGEP_01478,HFCAGB_01882,GEGEGB_01339,BEJGEH_01688
sptP,sptP;,SPI-1 type III secretion system effector GTPase-activating protein SptP;hypothetical protein,9,10,1.1111111111111112,1,6212,,,,360,1632,1441.5,ONMMKP_03984;ONMMKP_03985,IKCLMC_04007,PKJKAM_02519,ODDLKH_03296,LNHIMF_02911,AJBGEP_03034,HFCAGB_03083,GEGEGB_02918,BEJGEH_02865
group_4482,,UDP-23-diacylglucosamine hydrolase,9,9,1.0,1,6208,,,,723,723,723.0,ONMMKP_01616,IKCLMC_02322,PKJKAM_03218,ODDLKH_01024,LNHIMF_00544,AJBGEP_00558,HFCAGB_00563,GEGEGB_02442,BEJGEH_00549
group_4481,,Cytoplasmic protein,9,9,1.0,1,6207,,,,132,132,132.0,ONMMKP_04573,IKCLMC_01761,PKJKAM_03024,ODDLKH_02761,LNHIMF_02391,AJBGEP_02427,HFCAGB_02519,GEGEGB_00647,BEJGEH_02283
group_4479,,Thiamine-monophosphate kinase,9,9,1.0,1,6205,,,,978,981,980.0,ONMMKP_01735,IKCLMC_02202,PKJKAM_03338,ODDLKH_00905,LNHIMF_00445,AJBGEP_00439,HFCAGB_00443,GEGEGB_02570,BEJGEH_00427
group_4478,rhtA,Threonine/homoserine exporter RhtA,9,9,1.0,1,6204,,,,861,888,885.0,ONMMKP_01280,IKCLMC_01455,PKJKAM_01081,ODDLKH_01322,LNHIMF_00959,AJBGEP_00858,HFCAGB_00911,GEGEGB_02163,BEJGEH_00832
fimH,fimH,type I fimbriae minor fimbrial subunit FimH adhesin,9,9,1.0,1,6202,,,,1008,1008,1008.0,ONMMKP_01604,IKCLMC_02334,PKJKAM_03206,ODDLKH_01036,LNHIMF_00556,AJBGEP_00570,HFCAGB_00576,GEGEGB_02432,BEJGEH_00561
group_4473,,hypothetical protein;Rhodanese-related sulfurtransferase,9,9,1.0,1,6198,,,,180,180,180.0,ONMMKP_04069,IKCLMC_04088,PKJKAM_02603,ODDLKH_03213,LNHIMF_02827,AJBGEP_02950,HFCAGB_02999,7_refound_88,BEJGEH_02781
group_4472,,Uncharacterized conserved protein;Bacterial OB-fold domain-containing protein,9,9,1.0,1,6196,,,,357,393,389.0,ONMMKP_00535,IKCLMC_04678,PKJKAM_04685,ODDLKH_01992,LNHIMF_01565,AJBGEP_01595,HFCAGB_01762,GEGEGB_01509,BEJGEH_01571
group_4471,iprA,IprA winged helix-turn-helix domain-containing protein,9,9,1.0,1,6195,,,,705,705,705.0,ONMMKP_02157,IKCLMC_03208,PKJKAM_02102,ODDLKH_00496,LNHIMF_00021,AJBGEP_00021,HFCAGB_00022,GEGEGB_00022,BEJGEH_00022
pduS,pduS,cobalamin reductase PduS,9,9,1.0,1,6191,,,,1356,1356,1356.0,ONMMKP_04779,IKCLMC_01977,PKJKAM_04119,ODDLKH_02544,LNHIMF_02129,AJBGEP_02211,HFCAGB_02310,GEGEGB_00871,BEJGEH_02070
group_4465,,putative queuosine precursor transporter,9,9,1.0,1,6188,,,,666,666,666.0,ONMMKP_03260,IKCLMC_02830,PKJKAM_03802,ODDLKH_04018,LNHIMF_03613,AJBGEP_03757,HFCAGB_03812,GEGEGB_04159,BEJGEH_03608
group_4464,,hypothetical protein;DNA repair protein,9,10,1.1111111111111112,1,6186,,,,441,1176,1056.0,ONMMKP_01581,IKCLMC_02414,PKJKAM_03134,ODDLKH_01054,LNHIMF_00718,AJBGEP_00589,HFCAGB_00659,GEGEGB_02413;GEGEGB_02414,BEJGEH_00581
dsbG,dsbG,Thiol:disulfide interchange protein DsbG,9,9,1.0,1,6185,,,,747,747,747.0,ONMMKP_01546,IKCLMC_02448,PKJKAM_03093,ODDLKH_01095,LNHIMF_00749,AJBGEP_00630,HFCAGB_00695,GEGEGB_02378,BEJGEH_00615
nudI,nudI,Nucleoside triphosphatase NudI,9,9,1.0,1,6184,,,,426,426,426.0,ONMMKP_04538,IKCLMC_01726,PKJKAM_02989,ODDLKH_02796,LNHIMF_02428,AJBGEP_02462,HFCAGB_02554,GEGEGB_00608,BEJGEH_02318
group_4461,,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,9,9,1.0,1,6181,,,,531,531,531.0,ONMMKP_02788,IKCLMC_00659,PKJKAM_01508,ODDLKH_04438,LNHIMF_04033,AJBGEP_04188,HFCAGB_04233,GEGEGB_03820,BEJGEH_04040
group_4458,,DUF1145 domain-containing protein,9,9,1.0,1,6178,,,,270,270,270.0,ONMMKP_03266,IKCLMC_02836,PKJKAM_03808,ODDLKH_04012,LNHIMF_03607,AJBGEP_03751,HFCAGB_03806,GEGEGB_04165,BEJGEH_03602
group_4457,;ccmA,Heme exporter ATP-binding protein (Cytochrome C-type biogenesis protein);Cytochrome c biogenesis ATP-binding export protein CcmA 2,9,9,1.0,1,6177,,,,627,627,627.0,ONMMKP_04581,IKCLMC_01769,PKJKAM_03032,ODDLKH_02753,LNHIMF_02383,AJBGEP_02419,HFCAGB_02511,GEGEGB_00655,BEJGEH_02275
group_4456,,Antitoxin,9,9,1.0,1,6176,,,,273,273,273.0,ONMMKP_03360,IKCLMC_02940,PKJKAM_03904,ODDLKH_03908,LNHIMF_03516,AJBGEP_03644,HFCAGB_03699,GEGEGB_04255,BEJGEH_03494
ftsK,ftsK,DNA translocase FtsK,9,9,1.0,1,6174,,,,3966,4116,4073.3333333333335,ONMMKP_01184,IKCLMC_01548,PKJKAM_00988,ODDLKH_01415,LNHIMF_01047,AJBGEP_00952,HFCAGB_01004,GEGEGB_02079,BEJGEH_00918
ynfH,ynfH,Anaerobic dimethyl sulfoxide reductase chain YnfH,9,9,1.0,1,6173,,,,855,858,857.3333333333334,ONMMKP_00554,IKCLMC_04697,PKJKAM_04705,ODDLKH_01973,LNHIMF_01546,AJBGEP_01575,HFCAGB_01782,GEGEGB_01489,BEJGEH_01590
group_4454,,Oxaloacetate decarboxylase gamma chain 2;putative oxaloacetate decarboxylase gamma chain,9,9,1.0,1,6172,,,,243,255,246.33333333333334,ONMMKP_03479,IKCLMC_03516,PKJKAM_01690,ODDLKH_03787,LNHIMF_03397,AJBGEP_03524,HFCAGB_03579,GEGEGB_03438,BEJGEH_03375
group_4453,,hypothetical protein;DNA ligase B,9,10,1.1111111111111112,1,6171,,,,330,1686,1516.5,ONMMKP_03090,IKCLMC_02662,PKJKAM_03634,ODDLKH_04185,LNHIMF_03783,AJBGEP_03925,HFCAGB_03982,GEGEGB_03987;GEGEGB_03988,BEJGEH_03778
misL,;misL,hypothetical protein;putative autotransporter,9,10,1.1111111111111112,1,6170,,,,684,2868,2576.4,ONMMKP_03076,IKCLMC_02648,PKJKAM_03620,ODDLKH_04204,LNHIMF_03797,AJBGEP_03944,HFCAGB_04003,GEGEGB_03967;GEGEGB_03966,BEJGEH_03803
pduK,pduK,propanediol utilization microcompartment protein PduK,9,9,1.0,1,6166,,,,462,462,462.0,ONMMKP_04786,IKCLMC_01985,PKJKAM_04126,ODDLKH_02537,LNHIMF_02122,AJBGEP_02204,HFCAGB_02303,GEGEGB_00877,BEJGEH_02063
fdhE,fdhE,Protein FdhE,9,9,1.0,1,6163,,,,930,930,930.0,ONMMKP_02748,IKCLMC_00704,PKJKAM_01468,ODDLKH_04482,LNHIMF_04077,AJBGEP_04232,HFCAGB_04277,GEGEGB_03774,BEJGEH_04085
group_4447,,Membrane protein;3-oxo-tetronate kinase,9,9,1.0,1,6162,,,,822,1263,1214.0,ONMMKP_03945,IKCLMC_03968,PKJKAM_02478,ODDLKH_03335,LNHIMF_02947,AJBGEP_03073,HFCAGB_03121,GEGEGB_02954,BEJGEH_02906
lplA,lplA,lipoate--protein ligase LplA,9,9,1.0,1,6161,,,,1017,1017,1017.0,ONMMKP_02202,IKCLMC_03253,PKJKAM_02148,ODDLKH_00451,LNHIMF_04628,AJBGEP_04779,HFCAGB_04801,GEGEGB_04862,BEJGEH_04668
group_4445,,hypothetical protein;Inosine/xanthosine triphosphatase,9,9,1.0,1,6159,,,,336,516,496.0,ONMMKP_02194,IKCLMC_03245,PKJKAM_02140,ODDLKH_00459,LNHIMF_04636,AJBGEP_04787,HFCAGB_04809,GEGEGB_04870,BEJGEH_04676
ssaQ,ssaQ,SPI-2 type III secretion system cytoplasmic ring protein SsaQ,9,9,1.0,1,6158,,,,969,969,969.0,ONMMKP_00631,IKCLMC_04777,PKJKAM_00815,ODDLKH_01896,LNHIMF_01466,AJBGEP_01498,HFCAGB_01862,GEGEGB_01359,BEJGEH_01668
group_4444,,Monoamine regulon transcriptional regulator,9,9,1.0,1,6157,,,,684,684,684.0,ONMMKP_03707,IKCLMC_03751,PKJKAM_01965,ODDLKH_03551,LNHIMF_03163,AJBGEP_03290,HFCAGB_03346,GEGEGB_03194,BEJGEH_03134
ubiK,ubiK,Ubiquinone biosynthesis accessory factor UbiK,9,9,1.0,1,6155,,,,297,300,299.6666666666667,ONMMKP_03634,IKCLMC_03678,PKJKAM_01893,ODDLKH_03623,LNHIMF_03240,AJBGEP_03363,HFCAGB_03419,GEGEGB_03270,BEJGEH_03215
group_4441,,Bacterial OB-fold domain-containing protein,9,9,1.0,1,6153,,,,393,393,393.0,ONMMKP_03653,IKCLMC_03697,PKJKAM_01912,ODDLKH_03604,LNHIMF_03219,AJBGEP_03344,HFCAGB_03400,GEGEGB_03251,BEJGEH_03193
group_4436,,Tripartite tricarboxylate transporter substrate binding protein;Tricarboxylic transport,9,9,1.0,1,6148,,,,810,978,959.3333333333334,ONMMKP_04082,IKCLMC_04103,PKJKAM_02616,ODDLKH_03199,LNHIMF_02813,AJBGEP_02936,HFCAGB_02983,GEGEGB_02819,BEJGEH_02768
group_4434,,Inner membrane protein;hypothetical protein,9,9,1.0,1,6146,,,,426,501,476.3333333333333,ONMMKP_03072,IKCLMC_02644,PKJKAM_03616,ODDLKH_04208,LNHIMF_03801,AJBGEP_03948,HFCAGB_04008,GEGEGB_03960,BEJGEH_03807
group_4433,,ABC-type polar amino acid transport system,9,9,1.0,1,6145,,,,732,732,732.0,ONMMKP_00406,IKCLMC_04557,PKJKAM_04560,ODDLKH_02119,LNHIMF_01692,AJBGEP_01721,HFCAGB_01646,GEGEGB_01617,BEJGEH_01437
group_4430,,Putative sulfoquinovose importer,9,9,1.0,1,6141,,,,1419,1422,1420.6666666666667,ONMMKP_02767,IKCLMC_00685,PKJKAM_01487,ODDLKH_04464,LNHIMF_04059,AJBGEP_04214,HFCAGB_04259,GEGEGB_03792,BEJGEH_04066
group_4428,,Kdo(2)-lipid A phosphoethanolamine 7''-transferase,9,9,1.0,1,6138,,,,1632,1692,1685.3333333333333,ONMMKP_03200,IKCLMC_02770,PKJKAM_03742,ODDLKH_04078,LNHIMF_03672,AJBGEP_03817,HFCAGB_03873,GEGEGB_04091,BEJGEH_03669
group_4426,,DNA-3-methyladenine glycosylase I,9,9,1.0,1,6136,,,,582,582,582.0,ONMMKP_03193,IKCLMC_02762,PKJKAM_03734,ODDLKH_04086,LNHIMF_03674,AJBGEP_03826,HFCAGB_03882,GEGEGB_04089,BEJGEH_03676
group_4425,,ATPase component of energizing moduleof queuosine-regulated ECF transporter,9,9,1.0,1,6135,,,,678,678,678.0,ONMMKP_03771,IKCLMC_03799,PKJKAM_00325,ODDLKH_03503,LNHIMF_03116,AJBGEP_03241,HFCAGB_03298,GEGEGB_03147,BEJGEH_03085
